SP-[1] Epoch: 1/1800 | Time: 0m04s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.81  Acc 40.10% | Val: Loss -0.46  Acc(top1) 26.14% | HA 0.00@0

SP-[1] Epoch: 1423/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.15% | Val: Loss nan  Acc(top1) 79.55% | HA 92.61@927

SP-[1] Epoch: 1424/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 87.50% | Val: Loss nan  Acc(top1) 77.27% | HA 92.61@927

SP-[1] Epoch: 1425/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 87.24% | Val: Loss nan  Acc(top1) 77.84% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc88.93229166666666-@1425
SP-[1] Epoch: 1426/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.93% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc89.0625-@1426
SP-[1] Epoch: 1427/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.06% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc87.23958333333334-@1427
SP-[1] Epoch: 1428/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 87.24% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc89.19270833333334-@1428
SP-[1] Epoch: 1429/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.19% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc88.671875-@1429
SP-[1] Epoch: 1430/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.67% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc88.28125-@1430
SP-[1] Epoch: 1431/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.28% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc85.67708333333334-@1431
SP-[1] Epoch: 1432/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 85.68% | Val: Loss nan  Acc(top1) 89.77% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:80.11363983154297-TrAcc90.234375-@1432
SP-[1] Epoch: 1433/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 90.23% | Val: Loss nan  Acc(top1) 80.11% | HA 92.61@927

SP-[1] Epoch: 1434/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.80% | Val: Loss nan  Acc(top1) 74.43% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc89.97395833333334-@1434
SP-[1] Epoch: 1435/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.97% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc89.19270833333334-@1435
SP-[1] Epoch: 1436/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.19% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc88.93229166666666-@1436
SP-[1] Epoch: 1437/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.93% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.65909576416016-TrAcc88.671875-@1437
SP-[1] Epoch: 1438/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.67% | Val: Loss nan  Acc(top1) 84.66% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.2272720336914-TrAcc90.10416666666666-@1438
SP-[1] Epoch: 1439/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.10  Acc 90.10% | Val: Loss nan  Acc(top1) 85.23% | HA 92.61@927

SP-[1] Epoch: 1440/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 86.98% | Val: Loss nan  Acc(top1) 77.84% | HA 92.61@927

SP-[1] Epoch: 1441/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.41% | Val: Loss nan  Acc(top1) 73.86% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:81.25-TrAcc89.71354166666666-@1441
SP-[1] Epoch: 1442/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.71% | Val: Loss nan  Acc(top1) 81.25% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc88.41145833333334-@1442
SP-[1] Epoch: 1443/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.41% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc88.41145833333334-@1443
SP-[1] Epoch: 1444/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.41% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

SP-[1] Epoch: 1445/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.71% | Val: Loss nan  Acc(top1) 72.73% | HA 92.61@927

SP-[1] Epoch: 1446/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.32% | Val: Loss nan  Acc(top1) 67.61% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc89.97395833333334-@1446
SP-[1] Epoch: 1447/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.97% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc89.19270833333334-@1447
SP-[1] Epoch: 1448/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.19% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc86.58854166666666-@1448
SP-[1] Epoch: 1449/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 86.59% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc89.84375-@1449
SP-[1] Epoch: 1450/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.84% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc86.71875-@1450
SP-[1] Epoch: 1451/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 86.72% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

SP-[1] Epoch: 1452/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 87.24% | Val: Loss nan  Acc(top1) 72.16% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:83.5227279663086-TrAcc86.58854166666666-@1452
SP-[1] Epoch: 1453/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 86.59% | Val: Loss nan  Acc(top1) 83.52% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.38636779785156-TrAcc88.671875-@1453
SP-[1] Epoch: 1454/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.67% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc88.80208333333334-@1454
SP-[1] Epoch: 1455/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.80% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc88.54166666666666-@1455
SP-[1] Epoch: 1456/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.54% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc88.02083333333334-@1456
SP-[1] Epoch: 1457/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.02% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:81.81818389892578-TrAcc88.671875-@1457
SP-[1] Epoch: 1458/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.67% | Val: Loss nan  Acc(top1) 81.82% | HA 92.61@927

SP-[1] Epoch: 1459/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 86.72% | Val: Loss nan  Acc(top1) 79.55% | HA 92.61@927

SP-[1] Epoch: 1460/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.54% | Val: Loss nan  Acc(top1) 68.75% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.38636779785156-TrAcc87.36979166666666-@1460
SP-[1] Epoch: 1461/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 87.37% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc88.15104166666666-@1461
SP-[1] Epoch: 1462/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.14  Acc 88.15% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

SP-[1] Epoch: 1463/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 90.49% | Val: Loss nan  Acc(top1) 79.55% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.09091186523438-TrAcc88.80208333333334-@1463
SP-[1] Epoch: 1464/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 88.80% | Val: Loss nan  Acc(top1) 84.09% | HA 92.61@927

SP-[1] Epoch: 1465/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.97% | Val: Loss nan  Acc(top1) 69.89% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.65909576416016-TrAcc90.234375-@1465
SP-[1] Epoch: 1466/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 90.23% | Val: Loss nan  Acc(top1) 84.66% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:80.68181610107422-TrAcc89.84375-@1466
SP-[1] Epoch: 1467/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.84% | Val: Loss nan  Acc(top1) 80.68% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc87.36979166666666-@1467
SP-[1] Epoch: 1468/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 87.37% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

SP-[1] Epoch: 1469/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 90.36% | Val: Loss nan  Acc(top1) 72.16% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:80.11363983154297-TrAcc87.5-@1469
SP-[1] Epoch: 1470/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 87.50% | Val: Loss nan  Acc(top1) 80.11% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc88.28125-@1470
SP-[1] Epoch: 1471/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.28% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc89.453125-@1471
SP-[1] Epoch: 1472/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.45% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc88.80208333333334-@1472
SP-[1] Epoch: 1473/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.80% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc89.32291666666666-@1473
SP-[1] Epoch: 1474/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.32% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc88.80208333333334-@1474
SP-[1] Epoch: 1475/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 88.80% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:84.65909576416016-TrAcc88.93229166666666-@1475
SP-[1] Epoch: 1476/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.93% | Val: Loss nan  Acc(top1) 84.66% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc87.109375-@1476
SP-[1] Epoch: 1477/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 87.11% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

SP-[1] Epoch: 1478/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.97% | Val: Loss nan  Acc(top1) 75.57% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc89.32291666666666-@1478
SP-[1] Epoch: 1479/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.32% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.38636779785156-TrAcc88.41145833333334-@1479
SP-[1] Epoch: 1480/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 88.41% | Val: Loss nan  Acc(top1) 82.39% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.36363983154297-TrAcc87.23958333333334-@1480
SP-[1] Epoch: 1481/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 87.24% | Val: Loss nan  Acc(top1) 86.36% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc90.36458333333334-@1481
SP-[1] Epoch: 1482/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 90.36% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc88.93229166666666-@1482
SP-[1] Epoch: 1483/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.93% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.95455169677734-TrAcc86.19791666666666-@1483
SP-[1] Epoch: 1484/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 86.20% | Val: Loss nan  Acc(top1) 82.95% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:87.5-TrAcc89.19270833333334-@1484
SP-[1] Epoch: 1485/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.19% | Val: Loss nan  Acc(top1) 87.50% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.20455169677734-TrAcc88.41145833333334-@1485
SP-[1] Epoch: 1486/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 88.41% | Val: Loss nan  Acc(top1) 89.20% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.20455169677734-TrAcc89.32291666666666-@1486
SP-[1] Epoch: 1487/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.32% | Val: Loss nan  Acc(top1) 89.20% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.20455169677734-TrAcc87.5-@1487
SP-[1] Epoch: 1488/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 87.50% | Val: Loss nan  Acc(top1) 89.20% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc89.19270833333334-@1488
SP-[1] Epoch: 1489/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 89.19% | Val: Loss nan  Acc(top1) 89.77% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:86.93181610107422-TrAcc89.19270833333334-@1489
SP-[1] Epoch: 1490/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.19% | Val: Loss nan  Acc(top1) 86.93% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.20455169677734-TrAcc89.0625-@1490
SP-[1] Epoch: 1491/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.06% | Val: Loss nan  Acc(top1) 89.20% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:82.95455169677734-TrAcc88.93229166666666-@1491
SP-[1] Epoch: 1492/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.93% | Val: Loss nan  Acc(top1) 82.95% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:80.11363983154297-TrAcc89.19270833333334-@1492
SP-[1] Epoch: 1493/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 89.19% | Val: Loss nan  Acc(top1) 80.11% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc86.71875-@1493
SP-[1] Epoch: 1494/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.13  Acc 86.72% | Val: Loss nan  Acc(top1) 89.77% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.06818389892578-TrAcc88.28125-@1494
SP-[1] Epoch: 1495/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.28% | Val: Loss nan  Acc(top1) 88.07% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.20455169677734-TrAcc88.02083333333334-@1495
SP-[1] Epoch: 1496/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 88.02% | Val: Loss nan  Acc(top1) 89.20% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:88.63636779785156-TrAcc87.76041666666666-@1496
SP-[1] Epoch: 1497/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 87.76% | Val: Loss nan  Acc(top1) 88.64% | HA 92.61@927

SP-[1] Epoch: 1498/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.10  Acc 88.93% | Val: Loss nan  Acc(top1) 74.43% | HA 92.61@927

SP-[1] Epoch: 1499/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.11  Acc 87.76% | Val: Loss nan  Acc(top1) 74.43% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:85.79545593261719-TrAcc89.97395833333334-@1499
SP-[1] Epoch: 1500/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.0010000000000000002  Loss 0.12  Acc 89.97% | Val: Loss nan  Acc(top1) 85.80% | HA 92.61@927

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:92.61363983154297, ValAcc:89.7727279663086-TrAcc89.84375-@1500
